Email,Name,Business Name,Category,Location,zipCode,Business Description,Phone,Website,Donation Link,Image,In Need
,,Mando's,American,"Portland, OR",,,,https://www.facebook.com/mandospdx1/,,,
,,Reo's Ribs,BBQ,"Portland, OR",,,,http://www.reosribsbbq.com/,,,
,,Jamaican Homestyle,Jamaican,"Portland, OR",,,,https://www.jamaicanhomestylepdx.com/,,,
,,Epif,South American,"Portland, OR",,,,https://www.epifpdx.com/,,,
,,A Heavenly Taste Cafe,Soul Food,"Portland, OR",,,,https://www.facebook.com/pg/AHeavenlyTasteCafe/about/?ref=page_internal,,,
,,Aberus Restaurant,Ethiopian,"Portland, OR",,,,http://aberus-ethiopian-restaurant-portland.sites.tablehero.com/?fbclid=IwAR0Vf5rWDIj3wq6VypFtzLTGBnPkPzagFd5RHT39-k820pLbIy8jHCsg7zc,,,
,,Bole Ethiopian,Ethiopian,"Portland, OR",,,,https://www.yelp.com/biz/bole-restaurant-portland-2,,,
,,Cason's Finest Meats,Southern/Butcher,"Portland, OR",,,,https://www.casonsfinemeats.com/,,,
,,Fish Fusion,Southern Seafood,"Portland, OR",,,,https://www.fish-fusion.com/,,,
,,Kee's Loaded Kitchen,Soul Food,"Portland, OR",,,,https://www.instagram.com/keesloadedkitchen/?hl=en,,,
,,Nana's Ice Cream Scoop Shop,Ice Cream,"Portland, OR",,,,https://www.yelp.com/biz/nanas-ice-cream-scoop-shop-portland,,,
,,The Spicy Spoon,Mexican/BBQ,"Portland, OR",,,,https://www.yelp.com/biz/the-spicy-spoon-portland,,,
,,Sengatera,Ethiopian,"Portland, OR",,,,http://sengateraethiopianrestaurant.com/index.html,,,
,,Yaad Style Jamaican,Jamaican,"Portland, OR",,,,http://www.yaadstylejamaican.com/,,,
,,Amir's Motherland Dish,Somali,"Portland, OR",,,,http://amirsmotherlanddishportland.cafecityguide.website/,,,
,,DB Dessert Company,Dessert,"Portland, OR",,,,https://www.dbdessertcompany.com/,,,
,,Union Burger,American/Burgers,"Portland, OR",,,,https://unionburgerpdx.com/,,,
,,Trap Kitchen,Soul Food,"Portland, OR",,,,https://www.trapkitchen.com/pdx,,,
,,Hana's Snowballs,Snow Cones,"Portland, OR",,,,https://www.facebook.com/hanaspdx/,,,
,,Abbey Creek Winery,Winery,"Portland, OR",,,,https://www.abbeycreekvineyard.com/,,,
,,Donut Queen,Donuts,"Portland, OR",,,,https://www.facebook.com/pages/Donut-Queen/191672754183182,,,
,,Deadstock Coffee,Coffee,"Portland, OR",,,,http://www.deadstockcoffee.com/,,,
,,G Station American Diner,American/Diner,"Portland, OR",,,,https://www.wweek.com/restaurants/2018/10/17/one-of-portlands-best-budget-diners-is-hiding-in-the-old-town-greyhound-station/,,,
,,Catfish Lane,Southern,"Portland, OR",,,,http://www.cartlandia.com/catfish-lane/,,,
,,Bake on the Run,Guyanese,"Portland, OR",,,,https://www.facebook.com/bakeontherun/,,,
,,Spice of Africa,Kenyan/Ethiopian,"Portland, OR",,,,https://spiceofafrica.com/,,,
,,Assembly Brewing,Brewery/Pizza,"Portland, OR",,,,https://www.yelp.com/biz_redir?url=http%3A%2F%2Fwww.assemblybrewingco.com&website_link_type=website&src_bizid=pdYz4Je0AhtA2PRtW45lfA&cachebuster=1591199968&s=f54158b04b48bcd7fec14c1f6fa56fdde5d55a546464bf7489318f73bacbc7ed,,,
,,Bete-Lukas,Ethiopian,"Portland, OR",,,,http://bete-lukas.com/home,,,
,,Mumbo Gumbo,Cajun/Creole,"Portland, OR",,,,http://www.mumbogumbopdx.com/,,,
,,Safari Restaurant,Somalian,"Portland, OR",,,,http://safarirestaurantportland3.goodbistros.com/,,,
,,Steakadelphia,Sandwiches/Cheesesteaks,"Portland, OR",,,,https://steakadelphia.com/,,,
,,Viking Soul Food,Scandanavian,"Portland, OR",,,,http://www.vikingsoulfood.com/,,,
,,Nacheaux Food Cart,Mexican/Southern Fusion,"Portland, OR",,,,https://www.instagram.com/nacheauxfoodcart/,,,
,,Jamaica House,Jamaican,"Portland, OR",,,,https://jamaicahouse1.com/,,,
,,Smitty's Freshly Roasted Coffee,Coffee,"Portland, OR",,,,https://www.facebook.com/pg/SmittysFRCoffee/about/?ref=page_internal,,,
,,Goldies BBQ,BBQ,"Vancouver, WA",,,,https://goldiesbbq.com/,,,
,,Gourmet Brothers Catering,BBQ,"Vancouver, WA",,,,https://gourmetbrotherscatering.carrd.co/,,,
,,Fort Bayou BBQ,BBQ,"Vancouver, WA",,,,https://www.fortbayoubbq.com/,,,
,,KY's Take Out,Restaurant,"Jamaica, NY",,,+13473344101,https://www.instagram.com/kystakeout/,,,
,,Africana,Restaurant,"Jamaica, NY",,,+17186588501,https://www.facebook.com/pages/Africana-Soul-Food-Restaurant/104967596213243,,,
,,Communitea,Restaurant,"LIC, NY",,,+17187297708,https://www.facebook.com/CommuniteaLIC,,,
,,Vibes,Restaurant,"Jamaica, NY",,,+17182620433,https://www.yelp.com/biz/vibes-jamaica-2,,,
,,Country Life Jerk,Restaurant,"Jamaica, NY",,,+19173002991,https://country-life-jerk.business.site,,,
,,Forever Jerk,Restaurant,"Jamaica, NY",,,+17189782222,https://www.facebook.com/foreverjerk876/,,,
,,The Door,Restaurant,"Rochdale, NY",,,+17185251083,http://thedoorrestaurant.nyc,,,
,,Henricas,Restaurant,"Rosedale, NY",,,+17185277355,https://henricasrestaurant.com,,,
,,Le Bon Pain Bakery,Restaurant,"Queens Village, NY",,,+17184648160,https://lebonpainbakery.com,,,
,,Cafe Moca,Restaurant,"Ridgewood, NY",,,+13478896302,https://www.instagram.com/cm_cafemoca/,,,
,,Percy's Jerk Hut,Restaurant,"Elmont and Laurelton (LI), NY",,,+17187125910,https://www.facebook.com/pages/Percys-Jerk-Hut/114074975283468,,,
,,Jamaica Breeze,Restaurant,"East Elmhurst, NY",,,+17188994743,https://jamaicabreezenyc.com/contact.html,,,
,,Jamaica Breeze,Restaurant,"Jamaica, NY",,,+13478948049,https://jamaicabreezenyc.com/contact.html,,,
,,Whipped Treats,Restaurant,"Elmont, NY",,,+15162846645,https://www.facebook.com/WhippedTreatsNY/,,,
,,Island Taste,Restaurant,"Rosedale, NY",,,+17182765000,https://www.islandtastelounge.com,,,
,,Pa-Nash Eurosoul,Restaurant,"Rosedale, NY",,,+17189786094,http://panashnyc.com/public_html/,,,
,,Island Cuisine and Catering,Restaurant,"Jamaica, NY",,,+13474750187,https://www.facebook.com/pages/category/Jamaican-Restaurant/Island-Cuisine-Catering-1898102993841203/,,,
,,Zoe's Place,Restaurant,"LIC, NY",,,+17183617895,https://www.facebook.com/pages/category/Fast-Food-Restaurant/Zoes-Place-256926684754477/,,,
,,Neirs Tavern,Restaurant,"Woodhaven, NY",,,+17182960600,https://neirstavern.com,,,
,,Last Dragon Pizza,Restaurant,"Arverne/Rockaway, NY",,,+19177802570,https://www.lastdragonpizza.com,,,
,,The Melting Pot Cuisine,Restaurant,"LIC, NY",,,+17186062670,http://www.meltingpotcuisinelongislandcity.com,,,
,,Makina Cafe,Restaurant,"LIC, NY",,,+19174265649,https://makinacafenyc.com,,,
,,Social Corner,Restaurant,"Rosedale, NY",,,+17187121057,http://socialcornerrestaurant.com,,,
,,Caribbean Soul,Restaurant,"Rosedale, NY",,,+17187121106,https://www.caribbeansoulnyc.com,,,
,,The Nourish Spot,Restaurant,"Jamaica, NY",,,+17185262099,https://the-nourish-spot.business.site,,,
,,Rochdale Chicken and Fish,Restaurant,"Rochdale, NY",,,+17187125500,https://www.rochdalechickenandfish.com,,,
,,Something Catchy,Restaurant,"LIC/Astoria, NY",,,+19178327988,http://www.somethingcatchynyc.com,,,
,,Snowdonia,Restaurant,"Astoria, NY",,,+13477305783,https://snowdonia.nyc,,,
,,Veggie Castle II (Vegan/Veg Options),Restaurant,"South Ozone Park, NY",,,+17186418342,https://www.facebook.com/pages/Veggie-Castle-II-Inc/120148851329690,,,
,,The Smokehouse,Restaurant,"Saint Albans, NY",,,+17185271536,https://www.facebook.com/thesmokehousequeens,,,
,,Jamaican Flavors 1,Restaurant,"Jamaica, NY",,,+17185262228,https://www.jamaicanflavors.com,,,
,,Jamaican Flavors 2,Restaurant,"Springfield, NY",,,+17189774155,https://www.jamaicanflavors.com/location-hours-phone,,,
,,Jamaican Flavors 3,Restaurant,"Saint Albans, NY",,,+17182767661,https://www.jamaicanflavors.com/location-hours-phone,,,
,,Jamaican Flavors 4,Restaurant,"Jamaica (rockaway blvd ), NY",,,+17185537777,https://www.jamaicanflavors.com/location-hours-phone,,,
,,Seamorhen,Restaurant,"Jamaica, NY",,,+17187239181,https://www.facebook.com/seamorhen/,,,
,,Mother Earth Juice Bar,Restaurant,"Richmond Hill, NY",,,+13474945485,https://motherearthjuice.business.site,,,
,,Sweet Chick,Restaurant,"LIC, NY",,,+17184334064,https://www.sweetchick.com,,,
,,Sliver Chicken and Seafood,Restaurant,"Far Rockaway, NY",,,+13477277281,https://www.instagram.com/silverchickenandseafood/,,,
,,Sea Level Sea and Soul,Restaurant,"Jamaica, NY",,,+13472638300,https://www.instagram.com/sealevelseaandsoul/,,,
,,T&G Flavors,Restaurant,"Cambria Heights, NY",,,+17187122956,http://www.tgflavorsinc.net,,,
,,Sweet Treats Delight,Restaurant,"Laurelton, NY",,,+13475480395,https://www.instagram.com/sweettreatsdelight/,,,
,,Goodys BBQ,Restaurant,"Arverne/Rockaway, NY",,,+17183189616,https://www.facebook.com/Goodys-BBQ-Chicken-Ribs-100880453289872/,,,
,,Johnnys Classic Cuisine,Restaurant,"Far Rockaway, NY",,,+13475148954,https://www.johnnysclassicquizine.com/our-menu,,,
,,Mama's Cooking,Restaurant,"Far Rockaway, NY",,,+17183273720,https://www.facebook.com/pages/category/American-Restaurant/Mamas-Cooking-1382149128704996/,,,
,,Best Caribbean,Restaurant,"Far Rockaway, NY",,,+13477277134,https://best-caribbean-restaurant-grill.business.site,,,
,,Southern Girl Soul Food,Restaurant,"Springfield Gardens, NY",,,+17189490400,https://southerngirlssoulfoodny.com,,,
,,Bernadettes Rockaway,Restaurant,"Rockaway Beach, NY",,,+13473197994,https://bernadettes-breakfast-restaurant.business.site,,,
,,Flanm,Restaurant,"Queens Village, NY",,,+17187402500,https://www.instagram.com/flanm_cuisine/,,,
,,Carribbean Delights Bakery,Restaurant,"Queens Village, NY",,,+13478948521,https://www.yelp.com/biz/caribbean-delights-queens-village,,,
,,Althea's Tropical Delights,Restaurant,"DELIVERY, NY",,,,https://www.altheastropicaldelights.com,,,
,,Cali Aji Con Sabor,Restaurant,"East Elmhurst, NY",,,+17184768935,https://www.facebook.com/pages/Cali-Aji-Con-Sabor-Restaurant/113599328673318,,,
,,Mr. Cangrejo,Restaurant,"Jackson Heights, NY",,,+13478320539,https://www.facebook.com/pages/category/Colombian-Restaurant/Mister-Cangrejo-1924045864562919/,,,
,,Seafood Kingz,Restaurant,"Saint Albans, NY",,,+19294330075,https://www.facebook.com/SeaFoodKingz/,,,
,,1976,Restaurant,"Saint Albans, NY",,,+19294050084,1976wingsnburgersny.com,,,
,,Genesis,Restaurant,"Jamaica, NY",,,+17187398443,http://www.genesis1restaurant.com,,,
,,Ms. G's Bakery,Restaurant,"South Ozone Park, NY",,,+17185290290,,,,
,,Rockaway Fish House,Restaurant,"Jamaica, NY",,,+17185293576,https://www.rockawayfishhouse.com,,,
,,Seafood Heaven,Restaurant,"Rochdale, NY",,,+19294330322,https://www.instagram.com/seafoodheaven_queens/,,,
,,Cafe Grill,Restaurant,"East Elmhurst, NY",,,+17183977111,http://cafegrillinc.com,,,
,,King's Juice Bar,Restaurant,"Ridgewood, NY",,,+17183865464,https://www.kingsjuicebar.com/#/,,,
,,Eat NOM (Meal Prep Delivery),Restaurant,"Fresh Meadows, NY",,,,https://www.eatnomsquared.com/about,,,
,,The Wine Room,Restaurant,"Forest Hills, NY",,,+17185201777,https://www.facebook.com/pages/category/Wine--Beer---Spirits-Store/The-Wine-Room-of-Forest-Hills-106054639500341/,,,
,,Brooklyn Wing House,Restaurant,"Jamaica, NY",,,+17184135977,https://www.facebook.com/BrooklynWingHouse/,,,
,,A Live Kitchen (Vegan),Restaurant,"Laurelton, NY",,,+17184702587,https://a-live-kitchen.business.site,,,
,,Eat Real Halal,Restaurant,"LIC near LGCC (feels like sunnyside), NY",,,+13475130629,https://www.facebook.com/eatrealhalalfood/,,,
,,OB's Bakery and Restaurant,Restaurant,"Rochdale, NY",,,+17189784247,http://www.obsbakery.com,,,
,,St. Best Jerk Spot,Restaurant,"Cambria Heights, NY",,,+17184651164,https://www.facebook.com/pages/St-Best-Jerk-Spot/116195258408449,,,
,,Cascade Jerk,Restaurant,"Jamaica, NY",,,+17188482318,https://cascade-jerk.business.site,,,
,,Be In Good Health (Juice and Smoothies),Restaurant,"Laurelton, NY",,,+19292065414,https://www.facebook.com/beingoodhealthllc/?ref=py_c,,,
,,Only Rare NYC (Ice Cream),Restaurant,"Laurelton, NY",,,,https://www.facebook.com/pages/Only-Rare-NYC/359236181617442,,,
,,Spring Gardens Restaurant,Restaurant,"Jamaica, NY",,,+17183414480,https://www.facebook.com/pages/Spring-Gardens-Jamaican-Restaurant/115656591789457,,,
,,Milk and Pull,Restaurant,"Ridgewood, NY",,,+17188211155,https://www.milkandpull.com,,,
,,Blaze 718,Restaurant,"Jamaica, NY",,,+17184806671,https://www.facebook.com/Blaze-718-Jamaican-American-Restaurant-149854572339251/,,,
,,Sek'end Sun,Restaurant,"Astoria, NY",,,+19178326414,https://www.sekendsun.com,,,
,,Zoe Shack,Restaurant,"Queens Village, NY",,,+19294050112,https://zoeshack.business.site,,,
,,Plates on Deck,Restaurant,"DELIVERY, NY",,,+19177896893,www.platesondeck.com,,,
,,Foutain of Youth Juice Bar,Restaurant,"Queens Village, NY",,,+17187767164,https://www.facebook.com/pages/category/Smoothie---Juice-Bar/Fountain-of-Youth-Juice-Bar-Cafe-168611949829539/,,,
,,Juice 101 NYC,Restaurant,"Ozone Park, NY",,,+17188802285,https://www.facebook.com/Juice101NYC,,,
letseat@feedmemoreny.com,,Feed Me More (out of Tiny Drumsticks Kitchen),Restaurant,"DELIVERY, NY",,,+13474844338,http://www.feedmemoreny.com/,,,
,,Branch Patty (out of Tiny Drumsticks Kitchen),Restaurant,"DELIVERY, NY",,,+13475285688,www.branchpatty.com,,,
,,Capucine,Restaurant,"Sunnyside, NY",,,+19172384840,https://www.capucineny.com/,,,
,,Jesseca's Sweet Street Bakery,Restaurant,"Saint Albans, NY",,,+13472498327,www.jessecassweetstreet.com,,,
,,Bargot Juice,Restaurant,"Hollis, NY",,,+19175135903,https://www.instagram.com/bargotjuice/,,,
,,Port Royal,Restaurant,"Jamaica, NY",,,+17183236444,https://www.portroyalrestaurant.com,,,
,,Yardies Jerk,Restaurant,"Saint Albans, NY",,,+17187495782,https://www.facebook.com/yardiesjerk/,,,
,,Halo Kitchen,Restaurant,"South Richmond Hill, NY",,,+19293860928,https://www.instagram.com/halokitchennyc/,,,
,,Macoletta,Restaurant,"Astoria, NY",,,+17187774992,www.macoletta.com,,,
,,Ms. Lois' Kitchen,Restaurant,"DELIVERY, NY",,,,https://www.instagram.com/cookingwithshotta/,,,
,,Cafe Glace,Restaurant,"Jamaica, NY",,,+13475480312,https://www.instagram.com/cafeglace1/,,,
,,Misfits Nutrition,Restaurant,"Kew Gardens/Forest Hills, NY",,,+12038060609,https://www.instagram.com/misfitsnutrition/,,,
,,ACKEE Tree,Jamaican Cuisine,5712 El Cajon Blvd San Diego California,,,+16194506284,http://ackeetreeja.com/,,,
,,Addis Restaurant,Ethiopian,"3643 El Cajon Blvd, San Diego, California",,,+16196774844,https://www.addisrestaurantsd.com/,,,
foodculturecompany1@gmail.com,,Ali's Chicken & Waffles,Restaurant,"4990 University Ave San Diego, CA 92105",,,+16196351269,https://www.instagram.com/alischicken/,,,
,,Awash Ethiopian Restaurant,Ethiopian,"2884 El Cajon Blvd., SD 92104",,,+16192828280,,,,
,,Bankhead,Mississippi Style Cooking,"8300 Paradise Valley Rd Ste 102-103, Spring Valley, CA 91977",,,+16197737269,https://www.bankheadmsstyle.com/#/,,,
,,(The) Barbecue Pit,Barbecue,"2888 University Ave, San Diego, CA 92104",,,+16192982400,https://www.bbqpitnorthpark.com/#/,,,
,,Blendees,Smoothies etc,"1297 E. Main Street, El Cajon, California",,,+16195358525,https://blendees.com/,,,
info@eatbreakfastbitch.com,,Breakfast Bitch,Breakfast,"3825 Fifth Ave San Diego, CA 92103",,,+18777324824,https://eatbreakfastbitch.com/,,,
,,Bonnie Jean's Soul Food,Restaurant,"1964 54th St. San Diego, CA 92105",,,+16192628854,https://www.facebook.com/Bonnie-Jean-Soul-Food,,,
,,Bowlegged BBQ,BBQ,"4255 Market St, San Diego, CA 92102",,,+16193011705,https://www.facebook.com/Bowlegged-BBQ-453184105052235/,,,
canepatchkitchen@gmail.com,,Cane Patch Kitchen,Southern Cooking,"Located inside Liberty Public Market, 2820 Historic Decatur Rd. San Diego, CA 92106",,,+16192037991,https://cane patchkitchensd.com/,,,
info@cardellinorestaurantsd.com,,Cardellino,"Bakery, Italian-American Wine Bar","4033 Goldfinch St, San Diego, CA 92103",,,+16196005311,https://cardellinosd.com/,,,
,,Caribbean Taste,Caribbean,"6171 Imperial Ave, San Diego, CA 92114",,,+16197951772,http://caribbean-taste.cafes-world.com/,,,
foodculturecompany1@gmail.com,,Coconut & Co,Thai Fusion,"4990 University Ave San Diego, CA 92105",,,+16196351269,https://www.instagram.com/coconutandco_/,,,
,,Coops West Texas BBQ,BBQ,"2625 Lemon Grove Ave, Lemon Grove, CA 91945",,,+16195890478,https://www.coopsbbq.com/,,,
dasouthinyamouth@gmail.com,,Da South In Ya Mouth,Food Truck,"San Diego, CA",,,,https://www.facebook.com/dasouthinyamouth/,,,
,,Felix BBQ With Soul,BBQ,"3613 Ocean Ranch Blvd, Oceanside, CA 92056",,,+17604397072,https://www.felixsbbq.com/,,,
,,Flavors of East Africa,African,"2322 El Cajon Blvd., SD 92104",,,+16199558778,https://www.flavorsofeastafrica.com/,,,
info@fortoaksd.com,,Fort Oak,"raw fare, wood-fired seafood & other plates","1011 Fort Stockton Dr, San Diego, CA 92103",,,+16197223398,https://fortoaksd.com/,,,
fruitofafrica619@gmail.com,,Fruit of Africa Arrangements & Catering,"Edible arrangements, popsicles, etc","San Diego, CA",,,+16193278055,https://www.facebook.com/fruitofafrica619/,,,
,,Gihon Ethiopian,Ethiopian,"2432 El Cajon Blvd. , San Diego, 92104",,,+16192951125,https://www.gihonsd.com/,,,
iriecream@gmail.com,,Irie Cream,(home-made Cannabis infused ice cream),"San Diego, CA",,,,https://www.facebook.com/iriecream/,,,
,,Island Spice,Restaurant,"6109 University Ave, San Diego, CA 92115",,,+16197029309,http://islandspicesandiego.com/,,,
,,Kim's Bar-B-Que,BBQ restaurant,"4227 Market St, San Diego, CA 92102",,,+16195270880,"(no social media, no website)",,,
,,Laylah’s Jamaican Food,Jamaican Cuisine,"3160 Main Street, San Diego, CA",,,+16192695937,https://www.facebook.com/Laylahs-jamaican-restaurant-131138120290403/,,,
,,Louisiana Purchase SD,Southern,"2305 University Ave, San Diego, CA",,,+16192558278,https://www.louisianapurchasesd.com/,,,
,,Maya’s Cookies,Cookies,"San Diego, CA",,,,https://www.mayascookies.com/,,,
,,(The) Morning After,Restaurant,"531 F St, San Diego, CA 92101",,,+16196292091,https://www.facebook.com/themorningaftersd/,,,
info@cardellinorestaurantsd.com,,Mr. Trustee Creamery,Ice Cream Shop,"4033 Goldfinch St, San Diego, CA 92103",,,+16196005311,https://cardellinosd.com/,,,
,,Muzita Bistro,Eritrean & Ethiopian,"4651 Park Blvd, San Diego, CA 92116",,,+16195467000,https://muzita.com/,,,
,,Nomad Donuts,Donuts,"3102 University Avenue San Diego, CA 92104",,,,https://nomaddonuts.com/,,,
,,OneWorldBeat Cafe,Restaurant,"2100 Park Blvd, San Diego, CA 92101",,,+16192301190,https://www.instagram.com/oneworldbeatcafe/,,,
,,Pete Mayo's Original Waffle Burgers,Restaurant,"5044 Imperial Ave, San Diego, CA 92113",,,+16193819408,http://petemayos.com/,,,
info@theproteinplate.com,,Protein Plate,Restaurant,"2322 Proctor Valley Rd, Chula Vista, CA 91914",,,+16193059672,http://www.theprotueinplate.com/,,,
info@raresocietysd.com,,Rare Society,Steakhouse,"4130 Park Blvd, San Diego, CA 92103",,,+16195016404,http://www.raresocietysd.com/,,,
,,Rhythm's Chicken & Waffles,Restaurant,"1136 Garnet Ave, San Diego, CA 92109",,,+18582466276,http://www.rhythmanddesserts.com/,,,
rocksteadyjamaican@outlook.com,,Rock Steady Jamaican Restaurant,Jamaican cuisine,"2820 Market Street, San Diego, California",,,+16194315937,https://www.facebook.com/pg/RockSteadySD/,,,
,,Royal Food Service and Catering,Catering,"San Diego, CA",,,+16193996564,https://www.royalcaterings.com/,,,
,,Shotcaller Street Soul Food,"Sandwiches, tacos","220 Euclid Ave. Suite 180, SD 92114",,,+16192305131,https://www.eatshotcaller.com/,,,
,,SMACK'N Guamanian Grill,Restaurant,"9506 Miramar Rd., San Diego, CA 92126",,,+18587622544,https://www.smackngg.com/,,,
contact@spoiledveganscafe.com,,Spoiled Vegan Café,Breakfast pop-up,"440 16th Street, San Diego, CA 92101",,,+17609727342,https://www.spoiledveganscafe.com/,,,
info@streetcarmerchants.com,,StreetCar Merchants Chicken Bar,Restaurant,"4002 30th Street, San Diego, CA, 92104",,,+16195469010,https://streetcarmerchants.com/,,,
info@eatsuckerfree.com,,Sucker Free South Plate & Bar,Restaurant,"751 Fourth Ave, San Diego, CA, 92101",,,+16198927744,https://eatsuckerfree.com/,,,
,,Surf & Soul Spot,Restaurant,"7229 El Cajon Blvd, San Diego, CA 92115",,,+16194398801,http://www.surfandsoulspot.com/,,,
,,Tropical Savor Bar & Grill,Caribbean cuisine,729 4th Ave SD 92101,,,+16192289385,https://tropicalsavorbarandgrill.com/,,,
info@trustrestaurantsd.com,,Trust Restaurant,New American Fare,"3752 Park Blvd, San Diego, CA 92103",,,+16197956901,https://www.trustrestaurantsd.com/,,,
,,The Write Juice,Food Truck,"San Diego, CA",,,,https://www.thewritejuicetruck.com,,,
,,Space Bar,Restaurant,"7454 University AveUnit A La Mesa, CA 91942",,,,https://atspacebar.com,,,
Infofh@tougocoffee.com,,Tougo Coffee,Restaurant,"Seattle, WA",,,+12064675042,https://www.tougocoffee.com/,,,
TBD,,Bantaba,Restaurant,"Seattle, WA",,,+14256780202,bantabarestaurant.com,,,
trotters825@yahoo.com,,Trotter's Restaurant,Restaurant,"Seattle, WA",,,+12538332323,https://www.trottersfamilyrestaurant.com/,,,
eatsosogood@gmail.com,,SoSo Good Food Truck,Food Truck,"Seattle, WA",,,+14802908493,https://www.facebook.com/eatsosogood/,,,
thoc08@yahoo.com,,Tre's House of Cheesesteaks,Restaurant,"Seattle, WA",,,,https://www.facebook.com/Treshouseofcheesesteaks/,,,
thestationcoffeeshop@gmail.com,,The Station,Restaurant,"Seattle, WA",,,+12062717302,https://www.thestationbh.com/,,,
hello@thecomfortzonesoulfood.com,,The Comfort Zone,Restaurant,"Seattle, WA",,,+12062462800,https://thecomfortzonesoulfood.com/,,,
TBD,,Amy's Merkato,Restaurant,"Seattle, WA",,,+12063242527,https://amyscafeseattle.com/,,,
theoriginalphillys@gmail.com,,The Original Phillys,Restaurant,"Seattle, WA",,,+12067237445,http://theoriginalphillysseattle3.cafecityguide.website/,,,
TBD,,Monona Cafe and Restaurant,Restaurant,"Seattle, WA",,,+12067660607,http://mononacafeandrestaurantseattle.cafecityguide.website/,,,
Bakedfromthehart@gmail.com,,Baked from the Hart,Restaurant,"Seattle, WA",,,+12066509191,https://bakedfromthehart.com/,,,
edavid@cafecampagne.com,,Cafe Campagne,Restaurant,"Seattle, WA",,,+12067282233,https://cafecampagne.com/,,,
jerkshackseattle@gmail.com,,Jerk Shack,Restaurant,"Seattle, WA",,,+12064417817,https://jerkshackseattle.com/,,,
info@carolinasmoke.com,,Carolina Smoke,Restaurant,"Seattle, WA",,,+14259498672,carolinasmoke.com,,,
classiceats@yahoo.com,,Classic Eats,Restaurant,"Seattle, WA",,,+12062416275,classiceatsburien.com,,,
info@plumbistro.com,,Plum Bistro,Restaurant,"Seattle, WA",,,+12068385333,https://plumbistro.com/,,,
CafeSoleil@comcast.net,,Cafe Soleil,Restaurant,"Seattle, WA",,,+12063251126,https://www.thestranger.com/seattle/cafe-soleil/Content?oid=15158,,,
lrambus@gmail.com,,Simply Soulful,Restaurant,"Seattle, WA",,,+12064749841,https://www.simplysoulfulcafe.com/,,,
info@marjorierestaurant.com,,Marjorie Restaurant,Restaurant,"Seattle, WA",,,+12064419842,https://marjorierestaurant.com/,,,
info@pocowineandspirits.com,,Poco Wine + Spirits,Restaurant,"Seattle, WA",,,+12063229463,http://www.pocowineandspirits.com/,,,
info@queenshebaeattle.com,,Queen Sheba Ethiopian Restaurant,Restaurant,"Seattle, WA",,,+12063220852,http://ethiopianrestaurantseattle.com/,,,
hello@laspiga.com,,Osteria la Spiga,Restaurant,"Seattle, WA",,,+12063238881,laspiga.com,,,
info@footprintwine.com,,Foodprint Wine Tap,Restaurant,"Seattle, WA",,,+12064857175,https://footprintwine.com/,,,
TEFERIBI@yahoo.com,,Wonder Bar,Restaurant,"Seattle, WA",,,+12065380044,wondersportbar.com,,,
ewhite@fatschickenandwaffles.com,,Fat’s Chicken and Waffles,Restaurant,"Seattle, WA",,,+12066026863,fatschickenandwaffles.com,,,
alemufam@gmail.com,,Meskel,Restaurant,"Seattle, WA",,,+12068601724,https://meskelethiopian.com/,,,
info@cortonacafe.com,,Cortona Cafe,Restaurant,"Seattle, WA",,,+12063279728,http://cortonacafe.com/,,,
TBD,,Central Cafe and Juice Bar,Restaurant,"Seattle, WA",,,+12065380380,https://www.centralcafeseattle.com/,,,
salama1998@gmail.com,,Cafe Selam,Restaurant,"Seattle, WA",,,+12063280404,https://www.cafeselam.com/,,,
TBD,,Adey Abeba,Restaurant,"Seattle, WA",,,+12063221617,https://adeyabeba.net/,,,
nateswingsandwaffles@gmail.com,,Nate's Wings and Waffles,Restaurant,"Seattle, WA",,,+12066292051,https://natesww.com/,,,
TBD,,Quick Pack Food Mart (Fried Chicken),Restaurant,"Seattle, WA",,,+12063282127,https://www.yelp.com/biz/quick-pack-food-mart-seattle,,,
tasteofthecaribbean.206@gmail.com,,Taste of the Caribbean,Restaurant,"Seattle, WA",,,+12063239112,http://www.tasteofthecaribbeanseattle.com/,,,
,,The Fish Box,Restaurant,"Seattle, WA",,,+12062271911,http://thefishbox.net/,,,
info@eastafricanimports.com,,East African Imports,Restaurant,"Seattle, WA",,,+12063227717,https://eastafricanimports.com/,,,
cheeseplattersandmore@gmail.com,,Joyce's Market and Cafe,Restaurant,"Seattle, WA",,,+12063229140,https://www.instagram.com/joycesmarketandcafe/,,,
TBD,,Zagol Ethiopian Restaurant,Restaurant,"Seattle, WA",,,+12063221019,http://www.zagolethiopianrestaurant.weebly.com/1,,,
mabera@msn.com,,Ras Dashen,Restaurant,"Seattle, WA",,,+12067097626,https://rasdashenseattle.com/,,,
TBD,,Blue Nile Ethiopian Restaurant,Restaurant,"Seattle, WA",,,+12063208501,http://www.bluenilerestaurant.com/,,,
TBD,,Safari Njema,Restaurant,"Seattle, WA",,,+12067233058,https://safari-restaurant.business.site/,,,
avolecoffee@gmail.com,,Cafe Avole,Restaurant,"Seattle, WA",,,+12064724096,https://www.facebook.com/cafeavole/,,,
info@islandsoulrestaurant.com,,Island Soul Rum Bar & Soul Shack,Restaurant,"Seattle, WA",,,+12063291202,https://www.islandsoulrestaurant.com/,,,
